nama_makanan,kalori,protein,lemak,karbo,harga,harga_rp;
white beans cooked,249.0,17.4,0.6,44.9,,15500;
lentils raw,678.0,49.5,2.0,115.4,,37500;
cranberry beans cooked,241.0,16.5,0.8,43.3,,38500;
chickpeas raw,728.0,38.6,12.1,121.3,,35500;
lentils cooked,230.0,17.9,0.8,39.9,,37500;
baked beans canned,239.0,12.1,0.9,53.7,,25000;
cranberry beans canned,216.0,14.4,0.7,39.3,,37500;
black beans cooked,227.0,15.2,0.9,40.8,,6500;
lima beans cooked,216.0,14.7,0.7,39.3,,11000;
mungo beans raw,706.0,52.2,3.4,122.1,,31000;
pigeon peas raw,703.0,44.5,3.1,128.7,,38000;
fava beans canned,182.0,14.0,0.6,31.8,,35000;
yellow snap beans raw,31.0,1.8,0.1,7.1,,21000;
snap beans raw,31.0,1.8,0.2,7.0,,19000;
yellow snap beans canned,36.0,1.9,0.2,8.4,,43000;
pigeon peas cooked,203.0,11.4,0.6,39.1,,28000;
catjang cowpeas raw,573.0,39.8,3.5,99.6,,8000;
navy beans cooked,255.0,15.0,1.1,47.4,,8500;
mothbeans raw,672.0,45.0,3.2,120.6,,23500;
cowpeas cooked,81.0,5.4,0.4,14.5,,37500;
mothbeans cooked,207.0,13.8,1.0,37.1,,44000;
french beans cooked,228.0,12.5,1.3,42.5,,36000;
lima beans raw,602.0,38.2,1.2,112.8,,23500;
winged beans raw,744.0,54.0,29.7,75.9,,40000;
adzuki beans cooked,294.0,17.3,0.2,57.0,,5500;
black beans raw,662.0,41.9,2.8,121.0,,12000;
catjang cowpeas cooked,200.0,13.9,1.2,34.7,,33000;
baby lima beans cooked,189.0,12.0,0.5,35.0,,14000;
cowpeas raw,41.0,3.1,0.3,8.9,,22500;
shellie beans canned,74.0,4.3,0.5,15.2,,29000;
yardlong beans raw,579.0,40.6,2.2,103.4,,31500;
pinto beans canned,197.0,11.0,1.3,36.4,,29000;
chickpeas cooked,269.0,14.5,4.2,45.0,,8000;
cranberry beans raw,653.0,44.9,2.4,117.1,,31500;
mungo beans cooked,189.0,13.6,1.0,33.0,,8500;
tamarinds,5.0,0.057,0.013,1.3,,42500;
yellow snap beans cooked,44.0,2.4,0.4,9.9,,42000;
yardlong beans cooked,202.0,14.2,0.8,36.1,,18000;
bacon beef steak,146.0,8.2,12.5,0.2,,62500;
lamb foreshank raw,912.0,85.8,60.7,0.0,,10000;
bacon,106.0,3.3,10.2,0.2,,30500;
lamb rib cooked,915.0,53.9,76.0,0.0,,38000;
lamb shank raw,912.0,84.3,61.2,0.0,,34500;
scrapple,60.0,2.3,3.9,4.0,,41000;
chicken nuggets,61.0,3.2,4.1,3.0,,23500;
ground lamb cooked,886.0,77.5,61.5,0.0,,13000;
lamb meat cooked,678.0,63.8,45.0,0.0,,13500;
meat extender,275.0,33.5,2.6,33.7,,11500;
lamb leg raw,1043.0,81.2,77.4,0.0,,31000;
lamb loin cooked,202.0,16.1,14.8,0.0,,29500;
chicken patty,172.0,8.9,11.7,7.7,,27000;
lamb shank roasted,605.0,71.0,33.5,0.0,,41500;
barbecue loaf,40.0,3.6,2.0,1.5,,29000;
lamb sirloin cooked,765.0,64.5,54.2,0.0,,14500;
poultry salad,26.0,1.5,1.8,1.0,,18000;
ground lamb raw,80.0,4.7,6.6,0.0,,44500;
lamb loin raw,88.0,4.6,7.5,0.0,,38500;
lamb sirloin raw,1234.0,76.8,100.3,0.0,,31500;
sausage patty mcdonalds,115.0,4.3,11.2,0.4,,38000;
lamb foreshank cooked,360.0,42.0,19.9,0.0,,7500;
ham salad,97.0,3.9,7.0,4.8,,8000;
lamb rib raw,1687.0,65.9,156.0,0.0,,7500;
lamb shoulder raw,1198.0,75.2,97.3,0.0,,14000;
lamb meat raw,1102.0,79.6,84.6,0.0,,27000;
lamb shoulder cooked,750.0,62.5,53.5,0.0,,36000;
mutton cooked,66.0,9.5,3.1,0.027,,39000;
lamb leg cooked,684.0,67.7,43.7,0.0,,35000;
beef stick,110.0,4.3,9.9,1.1,,63500;
veal sirloin cooked,517.0,64.1,26.9,0.0,,14000;
veal rib cooked,444.0,57.4,22.2,0.0,,26500;
veal meat cooked,483.0,62.9,23.8,0.0,,26000;
beef rib roasted,238.0,15.4,19.1,0.0,,56500;
veal sirloin raw,689.0,86.5,35.4,0.0,,24500;
beef top loin filet grilled,323.0,37.0,19.0,0.8,,81000;
beef under blade steak cooked,983.0,140.8,46.7,0.0,,86500;
mock tender steak raw,244.0,42.2,8.3,0.0,,87000;
ground beef cooked,375.0,35.5,24.8,0.0,,76500;
ground beef raw,1506.0,65.1,136.1,0.0,,52000;
beef diced asda,48.0,0.0,0.7,10.5,,66000;
veal rib raw,735.0,85.5,40.9,0.0,,12000;
ground veal raw,41.0,5.5,1.9,0.0,,32500;
t bone steak cooked,1049.0,89.3,74.1,0.0,,78500;
veal leg round raw,531.0,95.2,14.0,0.0,,6500;
beef top sirloin steak raw,1222.0,123.4,77.3,0.0,,90000;
beef plate steak grilled,508.0,47.1,35.6,0.0,,52500;
ground veal cooked,514.0,72.9,22.6,0.0,,8500;
veal leg round cooked,574.0,98.4,17.2,0.0,,43000;
porterhouse steak raw,1170.0,81.6,91.1,0.0,,62500;
veal shank raw,513.0,86.9,15.8,0.0,,39500;
veal breast cooked,753.0,76.3,47.5,0.0,,30000;
corned beef canned,53.0,5.7,3.1,0.0,,45500;
rib eye steak grilled,680.0,62.4,47.7,0.0,,29500;
veal shoulder raw,0.0,0.0,0.0,0.0,,17500;
t bone steak raw,1052.0,85.7,76.3,0.0,,50000;
sirloin steak,324.0,49.5,14.1,0.0,,68000;
mock tender steak cooked,137.0,21.9,4.9,0.0,,57000;
beef round steak cooked,385.0,64.8,12.1,0.0,,60500;
chuck blade roast raw,1125.0,77.8,88.0,0.0,,38000;
beef shoulder steak raw,349.0,48.2,17.3,0.0,,55000;
beef top blade cooked,184.0,21.9,10.0,0.0,,63000;
corned beef cooked,53.0,3.8,4.0,0.006,,55000;
beef round steak raw,753.0,100.1,36.0,0.0,,86000;
beef shoulder steak grilled,155.0,24.0,5.8,0.0,,65500;
chuck eye steak raw,856.0,72.4,62.8,0.0,,61500;
beef bottom round steak cooked,980.0,155.8,35.1,0.0,,77500;
porterhouse steak cooked,235.0,20.4,16.4,0.0,,79000;
beef under blade steak raw,1235.0,126.8,80.8,0.0,,69000;
beef plate steak raw,617.0,47.8,46.8,0.9,,49000;
beef meat canned,111.0,9.2,7.9,0.0,,58000;
beef breakfast strips raw,92.0,2.8,8.8,0.2,,54000;
beef brisket cooked,589.0,46.0,43.6,0.0,,52500;
corned beef raw,898.0,66.6,67.6,0.6,,73000;
beef mince meat asda,55.0,0.0,3.1,6.8,,74500;
pastrami beef fat free,9.0,1.9,0.1,0.1,,74500;
rib eye steak raw,743.0,62.8,54.5,0.4,,47000;
beef tenderloin steak cooked,374.0,37.0,24.0,0.0,,82500;
chuck blade roast cooked,842.0,66.1,62.0,0.0,,31000;
cured beef dried,4.0,0.9,0.019,0.06,,52000;
beef flank steak cooked,380.0,51.8,17.5,0.0,,42000;
chuck eye steak grilled,853.0,76.9,60.5,0.0,,44000;
veal meat raw,653.0,87.8,30.7,0.0,,27500;
veal loin cooked,80.0,8.5,4.9,0.0,,34000;
veal loin raw,46.0,5.3,2.6,0.0,,22000;
veal shoulder cooked,435.0,61.2,19.4,0.0,,36500;
beef tenderloin steak raw,405.0,32.2,29.8,0.0,,47500;
veal shank cooked,371.0,61.2,12.0,0.0,,40500;
beef brisket raw,1139.0,83.6,86.5,0.0,,55500;
pastrami beef,104.0,15.5,4.1,0.3,,36000;
beef flank steak raw,47.0,6.0,2.3,0.0,,74000;
beef top sirloin steak cooked,430.0,47.7,25.2,0.0,,39000;
veal breast raw,943.0,79.2,66.9,0.0,,40000;
beef rib raw,1433.0,73.8,123.8,0.0,,50000;
beef jerky,82.0,6.6,5.1,2.2,,30000;
beef breakfast strips cooked,51.0,3.5,3.9,0.2,,68500;
pork olive loaf,66.0,3.3,4.6,2.6,,36000;
beef luncheon meat jellied,31.0,5.3,0.9,0.0,,35500;
turkey pastrami,38.0,4.6,1.8,0.5,,5500;
pork salami,41.0,2.3,3.4,0.2,,41000;
canadian style bacon raw,45.0,5.9,2.0,0.5,,15500;
honey loaf,85.0,9.9,3.6,2.6,,31500;
pork beef salami,37.0,2.1,3.1,0.076,,82500;
beef pork bologna,92.0,4.6,7.4,1.6,,52000;
pork beef salami cooked,41.0,2.7,3.2,0.3,,60000;
pork breakfast strips raw,88.0,2.7,8.4,0.2,,9000;
pickle pimiento loaf,86.0,4.3,6.1,3.2,,11000;
luxury loaf,39.0,5.2,1.3,1.4,,42500;
mortadella,47.0,2.5,3.8,0.5,,20000;
pork bologna,69.0,4.3,5.6,0.2,,40000;
turkey salami cooked,9.0,1.0,0.5,0.081,,7500;
pepperoni beef,10.0,0.5,0.9,0.0,,59000;
peppered loaf,42.0,4.9,1.8,1.3,,16500;
luncheon meat beef,10.0,1.8,0.3,0.0,,48500;
lebanon bologna,98.0,10.8,6.0,0.3,,37500;
chicken pork bologna,94.0,2.9,8.6,1.2,,17000;
turkey roll,40.0,4.9,1.9,0.6,,24000;
beef salami cooked,68.0,3.3,5.8,0.5,,23000;
yachtwurst cooked,150.0,8.3,12.7,0.8,,24500;
italian salami,43.0,2.2,3.7,0.1,,42000;
turkey ham,38.0,5.5,1.6,0.3,,44500;
turkey bologna,59.0,3.2,4.5,1.3,,12000;
sliced turkey breast,17.0,2.4,0.6,0.4,,27000;
luncheon meat pork beef,99.0,3.5,9.0,0.7,,68500;
beef bologna,90.0,3.3,7.8,1.3,,90000;
turkey bacon cooked,313.0,24.3,22.9,2.5,,37500;
ground emu cooked,178.0,31.0,5.1,0.0,,14000;
ostrich leg raw,94.0,19.0,1.5,0.0,,38000;
ostrich strip raw,108.0,20.1,2.4,0.0,,35500;
emu fillet cooked,607.0,123.2,9.1,0.0,,23000;
ostrich tenderloin raw,105.0,18.8,2.7,0.0,,17500;
emu drums cooked,649.0,134.7,8.4,0.0,,12500;
green turtle raw,25.0,5.6,0.1,0.0,,26500;
ground bison cooked,448.0,63.6,21.6,0.0,,15500;
goat meat raw,494.0,93.4,10.5,0.0,,35000;
ground emu raw,157.0,26.6,4.7,0.0,,22000;
ground ostrich raw,180.0,22.0,9.5,0.0,,17000;
ostrich tip cooked,123.0,24.2,2.2,0.0,,6000;
caribou cooked,210.0,38.0,6.4,0.0,,27000;
ground ostrich cooked,163.0,24.3,6.6,0.0,,24500;
ostrich leg cooked,120.0,24.7,1.6,0.0,,42000;
ostrich top loin cooked,132.0,23.9,3.3,0.0,,17500;
ostrich strip cooked,139.0,25.0,3.6,0.0,,16500;
ostrich tip raw,97.0,18.6,2.0,0.0,,31500;
ostrich round raw,99.0,18.7,2.0,0.0,,33000;
ground bison raw,124.0,17.2,6.1,0.099,,39000;
ostrich fan raw,99.0,18.5,2.3,0.0,,26500;
ostrich top loin raw,101.0,18.4,2.5,0.0,,10500;
veal brain cooked,461.0,38.9,32.6,0.0,,31500;
veal tongue cooked,515.0,65.9,25.8,0.0,,11500;
beef heart cooked,47.0,8.1,1.3,0.057,,41500;
turkey liver cooked,100.0,14.3,4.3,0.0,,36500;
veal thymus cooked,35.0,6.4,0.9,0.0,,26000;
beef brain cooked,688.0,44.1,55.6,0.0,,36500;
beef pancreas cooked,602.0,60.2,38.2,0.0,,62000;
beef tripe cooked,80.0,10.0,3.4,1.7,,64500;
chicken gizzard cooked,223.0,44.1,3.9,0.0,,22500;
pork pancreas cooked,537.0,69.8,26.5,0.0,,26500;
beef tongue cooked,80.0,5.5,6.3,0.0,,40500;
lamb heart cooked,353.0,47.7,15.1,3.7,,22000;
beef spleen cooked,447.0,77.3,12.9,0.0,,59000;
veal kidneys cooked,300.0,48.4,10.4,0.0,,9000;
chicken heart cooked,268.0,38.3,11.5,0.1,,12500;
lamb tongue cooked,701.0,55.0,51.7,0.0,,35500;
veal heart cooked,368.0,57.7,13.4,0.3,,25000;
chicken liver cooked,76.0,11.3,2.8,0.5,,15500;
lamb pancreas cooked,541.0,52.7,34.9,0.0,,31500;
veal spleen cooked,445.0,83.1,10.0,0.0,,38000;
lamb liver cooked,739.0,102.7,29.6,8.5,,25500;
turkey gizzard cooked,70.0,11.9,2.1,0.0,,12500;
lamp spleen cooked,460.0,78.1,14.1,0.0,,24500;
turkey heart cooked,35.0,5.0,1.5,0.0,,29000;
beef liver cooked,130.0,19.8,3.6,3.5,,49000;
lamb lungs cooked,431.0,75.7,11.8,0.0,,14000;
pork brain cooked,527.0,46.4,36.3,0.0,,36500;
goose liver,125.0,15.4,4.0,5.9,,15000;
pork kidneys cooked,211.0,35.6,6.6,0.0,,35000;
lamb brain cooked,503.0,43.5,35.3,0.0,,44500;
pork heart cooked,215.0,34.2,7.3,0.6,,29500;
lamb kidneys cooked,349.0,60.3,9.2,2.5,,32500;
beef lungs cooked,364.0,61.8,11.2,0.0,,87000;
veal pancreas cooked,614.0,69.8,35.0,0.0,,40000;
pork liver cooked,584.0,92.1,15.6,13.3,,19500;
beef kidneys cooked,45.0,7.7,1.3,0.0,,41500;
turkey giblets cooked,164.0,25.1,6.3,0.0,,39500;
duck liver raw,60.0,8.2,2.0,1.6,,34500;
veal liver cooked,154.0,22.7,5.0,3.0,,39500;
pork lungs cooked,297.0,49.8,9.3,0.0,,28500;
veal lungs cooked,312.0,56.2,7.9,0.0,,10000;
beef thymus cooked,1215.0,83.2,95.2,0.0,,64500;
ham,46.0,4.6,2.5,1.0,,9000;
pork meat cooked,283.0,14.1,14.1,0.0,,41000;
bacon roasted,43.0,3.0,3.3,0.1,,38000;
pork top loin roasts raw,3644.0,468.4,182.8,0.0,,18000;
pork blade roll raw,76.0,4.7,6.2,0.0,,42500;
pork backribs raw,2399.0,204.2,174.9,0.0,,40000;
pork spareribs cooked,703.0,51.4,53.6,0.0,,15000;
pork stomach cooked,44.0,6.1,2.1,0.029,,16000;
honey smoked ham cooked,67.0,9.9,1.3,4.0,,26500;
boston butt steak raw,844.0,79.0,56.1,0.0,,83000;
pork sirloin chops cooked,140.0,23.3,4.5,0.0,,12500;
pork country style ribs raw,242.0,24.8,15.1,0.0,,18500;
ham patties,205.0,8.3,18.3,1.1,,43000;
pork feet cooked,67.0,6.2,4.5,0.0,,37000;
ground pork cooked,930.0,80.4,65.0,0.0,,11000;
pork centre loin chops cooked,328.0,40.2,17.4,0.0,,38500;
pork leg cap steak cooked,307.0,53.5,8.6,0.0,,53000;
pork blade chops raw,376.0,55.8,15.4,0.0,,34500;
pork tenderloin raw,606.0,104.3,17.8,0.0,,13500;
pork sirloin chops raw,1090.0,205.5,23.3,0.0,,38500;
pork leg cap steak raw,284.0,50.0,7.8,0.0,,77000;
pork carcass raw,1706.0,63.1,159.1,0.0,,42000;
pork splean cooked,446.0,84.3,9.6,0.0,,9000;
chopped ham,50.0,4.6,2.9,1.2,,41500;
pork centre loin chops raw,338.0,41.2,18.0,0.0,,35500;
pork blade chops cooked,265.0,32.4,14.6,1.1,,25000;
boston butt steak cooked,494.0,46.4,32.7,0.0,,47500;
pork meat raw,179.0,2.6,18.6,0.0,,21500;
pork top loin chops raw,287.0,39.9,12.8,0.0,,5000;
pork blade steak braised,694.0,68.2,44.7,0.087,,39000;
pork boston steaks cooked,438.0,43.2,28.1,0.0,,50500;
bacon cooked,43.0,3.5,3.1,0.068,,27500;
pickled pork hocks,48.0,5.4,3.0,0.0,,9000;
pork boston roast cooked,705.0,60.5,49.4,0.0,,40500;
canadian style bacon grilled,43.0,5.7,2.0,0.3,,9000;
ham steak,70.0,11.1,2.4,0.0,,55500;
pork backfat,3683.0,13.2,402.3,0.0,,7000;
bacon baked,44.0,2.9,3.5,0.1,,24000;
pork arm picnic raw,5298.0,513.6,343.4,0.0,,32000;
salt pork raw,212.0,1.4,22.8,0.0,,17000;
pork arm picnic cooked,5292.0,560.3,322.7,0.0,,14000;
pork top loin chops cooked,270.0,39.4,11.2,0.0,,32500;
ground pork raw,329.0,21.1,26.5,0.0,,29500;
pork shoulder raw,1070.0,77.9,81.6,0.0,,30000;
pork chitterlings cooked,66.0,3.5,5.8,0.0,,34500;
pork breakfast strips cooked,52.0,3.3,4.1,0.1,,29500;
pork blade roll roasted,1079.0,65.0,88.3,1.4,,29500;
pork tail cooked,1089.0,46.8,98.5,0.0,,10500;
pork centre rib roasts raw,275.0,44.0,9.7,0.0,,40500;
pork centre rib roasts roasted,1942.0,211.3,114.9,0.0,,13500;
minced ham,55.0,3.4,4.3,0.4,,28000;
ham roasted,316.0,28.7,21.3,0.6,,13000;
pork loin raw,232.0,23.1,14.7,0.0,,16500;
pork backribs roasted,2564.0,202.0,188.9,0.0,,40000;
pork belly raw,2350.0,42.4,240.5,0.0,,31000;
ham raw,266.0,23.8,18.2,0.046,,39500;
ham extra lean,45.0,5.1,2.3,0.6,,13500;
pork feet pickled,635.0,52.8,45.5,0.029,,19500;
pork shoulder cooked,394.0,31.4,28.9,0.0,,5000;
pork top loin roasts roasted,1628.0,224.3,74.8,0.0,,6500;
pork skin,154.0,17.3,8.9,0.0,,24500;
pork country style ribs cooked,235.0,22.8,15.2,0.0,,35500;
pork blade steak raw,664.0,67.6,43.7,0.6,,83500;
pork tenderloin cooked,153.0,22.7,6.2,0.0,,40000;
pork loin cooked,213.0,24.2,12.1,0.0,,30000;
pork ears cooked,184.0,17.7,12.0,0.2,,20000;
pork tongue cooked,626.0,55.7,43.0,0.0,,21000;
pork spareribs raw,3593.0,200.6,303.5,0.0,,35000;
ham patties grilled,205.0,8.0,18.5,1.0,,27500;
chicken skin roasted,508.0,22.8,45.6,0.0,,15000;
turkey breast raw,3554.0,495.6,158.9,0.0,,23000;
ground turkey raw,169.0,22.4,8.7,0.0,,17500;
chicken wing cooked,52.0,4.8,3.5,0.0,,12500;
turkey roast roasted,209.0,28.8,7.8,4.1,,7000;
pheasant meat raw,1448.0,181.6,74.3,0.0,,32500;
chicken back raw,188.0,8.3,17.0,0.0,,6000;
chicken back cooked,93.0,8.0,6.5,0.0,,21000;
chicken leg fried,431.0,34.4,25.5,13.8,,18500;
chicken feet cooked,975.0,88.0,66.2,0.9,,9500;
turkey steak fried,179.0,9.1,10.8,10.9,,29000;
turkey taco meat cooked,271.0,30.7,13.9,5.5,,34500;
chicken leg raw,736.0,56.3,54.9,0.6,,44000;
chicken meat raw,1978.0,171.1,138.6,0.0,,8000;
chicken neck cooked,94.0,7.5,6.9,0.0,,21000;
chicken drumstick fried,193.0,15.8,11.3,6.0,,8000;
quail egg,14.0,1.2,1.0,0.08,,31500;
duck meat cooked,472.0,26.6,39.7,0.0,,34000;
chicken wing roasted,216.0,20.2,14.3,0.0,,20500;
quail meat cooked,1028.0,113.7,63.9,0.0,,40500;
goose meat cooked,427.0,35.2,30.7,0.0,,19000;
chicken breast cooked,114.0,17.3,4.5,0.0,,8500;
chicken neck raw,149.0,7.0,13.1,0.0,,14000;
duck egg,130.0,9.0,9.6,1.0,,38000;
pheasant breast raw,484.0,88.7,11.8,0.0,,24000;
duck meat raw,5123.0,145.7,498.8,0.0,,20500;
squab meat raw,585.0,36.8,47.4,0.0,,43000;
chicken drumstick raw,211.0,23.4,12.4,0.1,,26000;
turkey meat roasted,284.0,42.8,11.1,0.031,,43000;
chicken breast raw,299.0,36.3,16.1,0.0,,44000;
ground chicken cooked,474.0,58.4,27.4,0.0,,26000;
turkey wing cooked,426.0,50.9,23.1,0.0,,20500;
goose meat raw,6077.0,259.8,550.7,0.0,,25000;
turkey breast roasted,3266.0,496.1,128.0,0.0,,14500;
chicken fajita strips,13.0,1.7,0.5,0.2,,39000;
crispy chicken strips tyson,145.0,0.0,6.0,0.0,,19500;
eggnog,224.0,11.6,10.6,20.4,,32000;
beer light,96.0,0.8,0.0,5.4,,24500;
beer budweiser,12.0,0.1,0.0,0.9,,23000;
weizenbier erdinger,220.0,0.0,18.0,0.0,,9000;
beer light budweiser,9.0,0.066,0.0,0.4,,41500;
beer,142.0,1.5,0.0,11.7,,44000;
root beer,202.0,0.0,0.0,52.3,,16500;
whiskey sour mix,26.0,0.051,0.072,6.3,,33000;
whiskey sour,158.0,0.0,0.0,13.9,,41500;
tequila sunrise,232.0,0.6,0.2,23.8,,37500;
daiquiri,112.0,0.035,0.036,4.2,,8000;
pina colada,245.0,0.6,2.7,32.0,,27500;
whiskey,58.0,0.0,0.0,0.1,,30000;
rum,49.0,0.0,0.0,0.0,,39500;
vodka smirnoff,13.0,0.0,0.4,2.0,,26000;
coffee liqueur,96.0,0.041,0.038,13.8,,32500;
gin,53.0,0.0,0.0,0.0,,32000;
dessert wine sweet,165.0,0.2,0.0,14.1,,15000;
chenin blanc white wine,118.0,0.1,0.0,4.9,,24500;
gamay red wine,115.0,0.1,0.0,3.5,,29500;
late harvest white wine,172.0,0.1,0.0,20.6,,17000;
gewurztraminer white wine,119.0,0.1,0.0,3.8,,40500;
burgundy red wine,172.0,0.1,0.0,7.4,,36000;
zinfandel red wine,129.0,0.1,0.0,4.2,,21000;
muller thurgau white wine,112.0,0.1,0.0,5.2,,20000;
mouvedre red wine,129.0,0.1,0.0,3.9,,24500;
table wine,123.0,0.1,0.0,4.0,,14500;
wine light,73.0,0.1,0.0,1.7,,35500;
white wine,121.0,0.1,0.0,3.8,,9000;
petite sirah red wine,125.0,0.1,0.0,3.9,,42000;
non alcoholic wine,2.0,0.1,0.0,0.3,,32000;
pinot noir red wine,121.0,0.1,0.0,3.4,,32500;
pinot gris grigio white wine,122.0,0.1,0.0,3.0,,41500;
riesling white wine,118.0,0.1,0.0,5.5,,39500;
barbera red wine,170.0,0.1,0.0,5.6,,14000;
lemberger red wine,118.0,0.1,0.0,3.6,,30500;
merlot red wine,122.0,0.1,0.0,3.7,,21000;
sangiovese red wine,126.0,0.1,0.0,3.9,,21500;
sauvignon blanc white wine,119.0,0.1,0.0,3.0,,18500;
syrah red wine,122.0,0.1,0.0,3.8,,26500;
carignane red wine,370.0,0.4,0.0,12.0,,10000;
pinot blanc white wine,119.0,0.1,0.0,2.9,,34500;
semillon white wine,121.0,0.1,0.0,4.6,,29500;
dessert wine dry,760.0,1.0,0.0,58.4,,11000;
red wine,125.0,0.1,0.0,3.8,,40000;
cabernet sauvignon red wine,166.0,0.1,0.0,5.2,,17500;
muscat white wine,123.0,0.1,0.0,7.8,,8500;
cooking wine,2.0,0.028,0.0,0.3,,22500;
chardonnay white wine,168.0,0.1,0.0,4.3,,29500;
claret red wine,122.0,0.1,0.0,4.4,,44500;
rice sake,197.0,0.7,0.0,7.4,,44500;
fume blanc white wine,121.0,0.1,0.0,3.3,,7500;
cabarnet franc red wine,122.0,0.1,0.0,3.6,,10000;
chocolate frosting,81.0,0.2,3.6,13.0,,17500;
white sugar,19.0,0.0,0.0,5.0,,43500;
egg substitute,115.0,24.0,0.0,4.8,,41500;
agave syrup,21.0,0.025,0.081,5.3,,19000;
splenda sweetener,336.0,0.0,0.0,91.2,,36500;
vanilla extract,12.0,0.0,0.069,0.5,,18500;
egg yolk dried,27.0,1.3,2.3,0.054,,27000;
granulated sugar,16.0,0.0,0.0,4.2,,25000;
baking chocolate,145.0,3.7,15.2,8.7,,6000;
bakers yeast,18.0,1.4,0.3,3.1,,19000;
fondant,106.0,0.0,0.009,26.4,,17500;
brown sugar,16.0,0.024,0.0,4.1,,12500;
white frosting dry,768.0,4.8,0.0,196.4,,36500;
maple sugar,42.0,0.036,0.061,10.9,,21000;
fructose sweetener,15.0,0.0,0.0,4.2,,44500;
saccharin sweetener,360.0,0.9,0.0,89.1,,18500;
egg white raw,17.0,3.6,0.063,0.2,,31000;
turbinado sugar,18.0,0.0,0.0,4.6,,20500;
vanilla frosting,1931.0,0.0,75.0,313.7,,41000;
aspartame sweetener,365.0,2.2,0.0,89.1,,26000;
egg raw,80.0,7.0,5.3,0.4,,23500;
pineapple topping,860.0,0.3,0.3,225.8,,30000;
egg white dried,26.0,5.8,0.087,0.3,,35500;
egg yolk raw,55.0,2.7,4.5,0.6,,40000;
baking soda,0.0,0.0,0.0,0.0,,28500;
egg dried,30.0,2.4,2.2,0.047,,25000;
strawberry topping,53.0,0.014,0.096,13.9,,22000;
bakers yeast dry,13.0,1.6,0.3,1.6,,28500;
almond paste,1040.0,20.4,63.0,108.5,,38500;
cream of tartar,8.0,0.0,0.0,1.8,,37500;
popover dry mix,631.0,17.7,7.3,120.7,,35500;
egg substitute powder,126.0,15.7,3.7,6.2,,11500;
gelatin powder,17.0,4.3,0.086,0.0,,36000;
tapioca pearls,544.0,0.3,0.093,134.8,,26000;
baking powder,2.0,0.0,0.0,1.3,,18500;
egg boiled,93.0,7.5,6.4,0.7,,65000;
millet flour,444.0,12.8,5.1,86.9,,32000;
triticale flour,439.0,17.1,2.4,95.1,,8000;
corn flour white,414.0,9.6,4.2,87.3,,42000;
rice flour brown,574.0,11.4,4.4,120.8,,19500;
sorghum flour,437.0,9.5,4.0,93.7,,14500;
cornmeal whole grain,442.0,9.9,4.4,93.8,,6000;
cornmeal white,581.0,11.2,2.7,124.7,,22000;
barley flour,511.0,15.5,2.4,110.3,,41500;
safflower seed meal,97.0,10.1,0.7,13.8,,43500;
sesame flour,658.0,38.5,46.4,33.3,,43000;
whole grain wheat flour,408.0,15.9,3.0,86.4,,32500;
corn flour yellow,422.0,8.1,4.5,89.9,,24500;
corn flour whole grain,422.0,8.1,4.5,89.9,,15000;
cottonseed flour low fat,94.0,14.1,0.4,10.2,,18000;
sunflower seed flour,13.0,1.9,0.013,1.4,,26500;
sesame meal,160.0,4.8,13.6,7.4,,20000;
acorn flour,626.0,9.4,37.7,68.3,,30000;
rice flour white,578.0,9.4,2.2,126.6,,42500;
sesame flour low fat,94.0,14.2,0.5,10.0,,21000;
potato flour,571.0,11.0,0.5,133.0,,37500;
cornmeal yellow,581.0,11.2,2.7,124.7,,41000;
rye flour,364.0,10.0,1.4,78.2,,27000;
arrowroot flour,457.0,0.4,0.1,112.8,,22000;
chickpea flour,356.0,20.6,6.2,53.2,,37000;
wheat flour,455.0,12.9,1.2,95.4,,37000;
cornstarch,488.0,0.3,0.03,116.8,,35000;
carob flour,13.0,0.3,0.061,5.3,,16000;
buckwheat flour,402.0,15.1,3.7,84.7,,28000;
pecan pie,503.0,6.0,27.1,63.7,,16000;
apple pie,331.0,3.0,15.6,46.4,,14000;
vanilla wafer pie crust,935.0,6.5,63.7,88.4,,41000;
chocolate pie crust,881.0,11.1,40.8,117.4,,37000;
apple strudel,195.0,2.3,8.0,29.2,,17000;
chocolate snack cake,200.0,1.8,8.0,30.2,,40500;
fruit fried pie,404.0,3.8,20.6,54.5,,9000;
pumpkin pie,316.0,7.0,14.4,40.9,,39500;
corn cake,35.0,0.7,0.2,7.5,,7000;
sponge snack cake,157.0,1.5,4.8,26.9,,10000;
danish pastry with nuts,280.0,4.6,16.4,29.7,,8000;
chocolate cream pie,301.0,2.6,19.2,33.3,,5500;
angel food cake,72.0,1.7,0.2,16.2,,32000;
lemon meringue pie,362.0,4.8,16.4,49.7,,14000;
danish pastry with cinnamon,349.0,4.8,16.7,46.9,,20000;
cinnamon coffeecake,238.0,3.9,13.3,26.6,,9500;
cheesecake,257.0,4.4,18.0,20.4,,30500;
fruitcake,139.0,1.2,3.9,26.5,,19500;
egg custard,293.0,14.2,12.9,31.0,,38000;
mince pie,477.0,4.3,17.8,79.2,,35000;
yellow cake with chocolate frosting,546.0,4.6,25.6,79.7,,29500;
danish pastry with fruit,335.0,4.8,15.9,45.1,,9000;
white cake with coconut frosting,399.0,4.9,11.5,70.8,,36500;
danish pastry with cheese,353.0,5.8,24.6,28.7,,53000;
graham cracker pie crust,917.0,9.3,45.4,117.7,,5500;
